sample_id,target_class_id,u1_x,u1_y,u1_z,u1_distance_m,u1_angle_deg,u1_required_rate_bpshz,u1_pilot_snr_db,u2_x,u2_y,u2_z,u2_distance_m,u2_angle_deg,u2_required_rate_bpshz,u2_pilot_snr_db,angular_separation_deg,u1_num_paths,u1_channel_power_db,u1_strongest_delay_ns,u1_rms_delay_spread_ns,u2_num_paths,u2_channel_power_db,u2_strongest_delay_ns,u2_rms_delay_spread_ns,tx0_sector_label,tx0_codebook_label,tx0_sector_angle_deg,tx0_refinement_angle_deg,tx0_target_angle_deg,tx1_sector_label,tx1_codebook_label,tx1_sector_angle_deg,tx1_refinement_angle_deg,tx1_target_angle_deg,best_tx0_sector,best_tx0_codebook,best_tx1_sector,best_tx1_codebook,target_score,target_sinr_u1_db,target_sinr_u2_db,target_rate_u1_bpshz,target_rate_u2_bpshz,target_sum_rate_bpshz
43,24,1.9477818697730434,1.4307129745180125,1.5,2.4167734332516053,36.298566015872616,1.2805254082601274,34.01617487015757,4.014995163708779,-0.1827584181297318,1.5,4.01915249822673,-2.6062454612342325,1.9846379565032848,29.598202451466854,38.90481147710685,1,-65.98382568359375,8.061488151550293,0.0,1,-70.40179443359375,13.406450271606445,0.0,3,0,45.0,-5.0,40.0,0,0,0.0,-5.0,-5.0,3,0,0,0,18.749646859232072,28.01408811308734,28.41486610382003,9.308355949533816,9.441290909698257,18.749646859232072
44,25,1.6582565569512016,1.4622775688825402,1.5,2.2108981200246847,41.406371356975285,1.6067997846511441,34.789519222769705,6.496417980823808,0.789350215871765,1.5,6.544197456133769,6.927789911276061,4.781421627665204,25.363765189092298,34.47858144569923,1,-65.21047973632812,7.374762058258057,0.0,1,-74.63623809814453,21.829092025756836,0.0,3,0,45.0,-5.0,40.0,1,0,15.0,-5.0,10.0,3,0,1,0,13.987558488084593,24.814113597836034,17.196278346893425,8.247823982706342,5.739734505378252,13.987558488084593
45,25,4.3636127240428,3.7131852811893653,1.5,5.729647540457403,40.39588592619268,1.666458566452989,26.518334571700336,7.72663986045076,1.6656927843829428,1.5,7.904144228507723,12.165524621722895,4.250919979275297,23.723796328019834,28.23036130446979,1,-73.4816665649414,19.11204719543457,0.0,1,-76.27619934082031,26.365386962890625,1.7763568394002505e-06,3,0,45.0,-5.0,40.0,1,0,15.0,-5.0,10.0,3,0,1,0,14.951260814471414,25.47299328079611,19.47373793158788,8.46603084421267,6.485229970258744,14.951260814471414
46,26,6.53932582840964,5.331836530681228,1.5,8.437491515848313,39.192067138510154,3.8036709354877907,23.15662619322333,6.988639238630345,3.498209636323597,1.5,7.815276646887876,26.590559081709106,4.586631180170871,23.82200558049139,12.601508056801048,1,-76.84337615966797,28.144441604614258,0.0,1,-76.17799377441406,26.068958282470703,0.0,3,0,45.0,-5.0,40.0,2,0,30.0,-5.0,25.0,3,0,2,0,10.635142557455783,17.74378350477734,14.030395611149979,5.918410379645866,4.7167321778099165,10.635142557455783
47,26,4.086673551582355,3.5949248900269013,1.5,5.442828830868895,41.33712576212953,3.3487789409213518,26.964399425219767,5.041291062690364,2.5432621561000635,1.5,5.646485453218886,26.770317703803762,2.757704020760022,26.645327240013508,14.566808058325769,1,-73.03559875488281,18.155323028564453,0.0,1,-73.35467529296875,18.83465003967285,0.0,3,0,45.0,-5.0,40.0,2,0,30.0,-5.0,25.0,3,0,2,0,13.09921062205752,25.671848393186828,13.561795424552479,8.53190647441521,4.567304147642308,13.09921062205752
48,28,6.131595091767275,4.760398768345849,1.5,7.76259330398374,37.82476377550078,2.224880557341782,23.880756055256246,4.298718838087376,6.139206740159266,1.5,7.494587583539487,55.0,4.610883717932309,24.18593765950582,17.175236224499223,1,-76.1192398071289,25.893224716186523,1.7763568394002505e-06,1,-75.8140640258789,24.999252319335938,0.0,3,0,45.0,-5.0,40.0,4,0,60.0,-5.0,55.0,3,0,4,0,7.2643975835360965,16.73661884675723,10.540794397173585,5.590050034374051,3.623641589492959,9.21369162386701
49,28,1.7661222242117236,1.301099372071314,1.5,2.193637911520252,36.37901412245881,4.081742252020231,34.85759428782998,1.1873849316655118,1.6957614233937228,1.5,2.0701424542810134,55.0,2.521168016091982,35.36088745140415,18.620985877541187,1,-65.14241027832031,7.317188262939453,0.0,1,-64.63911437988281,6.905251979827881,4.440892098500626e-07,3,0,45.0,-5.0,40.0,4,0,60.0,-5.0,55.0,3,0,4,0,13.353570078591424,29.121918889443382,10.717648537948921,9.675856940899294,3.6777131376921304,13.353570078591424
50,29,6.273954375293793,4.6642920635956555,1.5,7.817808130018896,36.62849113376992,3.0520860432679937,23.819192742959526,3.808751084045921,-4.238828022376591,1.5,5.698618062610094,-48.05907829338449,2.46097579466636,26.565502019840466,84.68756942715441,1,-76.1808090209961,26.0773983001709,1.7763568394002505e-06,1,-73.43449401855469,19.008544921875,0.0,3,0,45.0,-5.0,40.0,5,0,-45.0,-5.0,-50.0,3,0,5,0,15.414586956871958,20.208492741995666,26.14229541860745,6.726801576547019,8.68778538032494,15.414586956871958
51,29,3.5444314601329316,3.419832119990019,1.5,4.925266094790767,43.97501657433722,3.7431578249948525,27.832298400427234,4.200342905626993,-4.81566830207322,1.5,6.390112809680576,-48.90427231523466,3.9807278748231583,25.57072116299405,92.87928888957188,1,-72.1677017211914,16.428918838500977,0.0,1,-74.42927551269531,21.315122604370117,0.0,3,0,45.0,-5.0,40.0,5,0,-45.0,-5.0,-50.0,3,0,5,0,13.41237337502726,14.876825285361363,25.34674313377551,4.988161583910152,8.424211791117107,13.41237337502726
52,30,5.691413845203038,5.010724206694224,1.5,7.582845681729274,41.36071035633067,4.676455888394614,24.08424781301327,4.553052320199997,-2.810226060833187,1.5,5.3504818421768885,-31.683633434382454,1.26507089687427,27.113034554026285,73.04434379071313,1,-75.9157485961914,25.293649673461914,0.0,1,-72.88697052001953,17.8472843170166,0.0,3,0,45.0,-5.0,40.0,6,0,-30.0,-5.0,-35.0,3,0,6,0,14.384139150990798,17.18745324057624,26.020065572422958,5.736857786045272,8.647281364945526,14.384139150990798
53,30,2.4078770554451627,1.7963402025409954,1.5,3.004115516654493,36.723915758707655,1.8835827260506255,32.126560105673654,2.3487683975653413,-1.862377249756293,1.5,2.997525980840112,-38.41147987545945,2.9657528834252767,32.14563244617884,75.13539563416711,1,-67.87344360351562,10.020649909973145,0.0,1,-67.8543701171875,9.998671531677246,0.0,3,0,45.0,-5.0,40.0,6,0,-30.0,-5.0,-35.0,3,0,6,0,15.026938640933793,29.164264854320567,15.957272297206359,9.689906851368663,5.337031789565129,15.026938640933793
54,31,5.154886903014269,4.6453393394881655,1.5,6.939166849259671,42.023674863317055,1.2832667110831926,24.854746253156456,3.3579583478959005,-1.130224884006323,1.5,3.5430625953588333,-18.602253723086953,1.857743617366694,30.693315951524834,60.62592858640401,1,-75.14525604248047,23.146568298339844,0.0,1,-69.30668640136719,11.818384170532227,0.0,3,0,45.0,-5.0,40.0,7,0,-15.0,-5.0,-20.0,3,0,7,0,13.851054408305993,17.684266448759306,23.92059129567326,5.89896835254452,7.952086055761473,13.851054408305993
55,31,2.3820536770813665,1.901502500536364,1.5,3.0479323286521476,38.59903085885397,2.5613497838580725,32.00078794911149,6.560807475312303,-2.0606354332185317,1.5,6.876802535826481,-17.436596097536622,2.895150386613413,24.933161419860397,56.035626956390594,1,-67.99920654296875,10.166807174682617,0.0,1,-75.06684112548828,22.93854522705078,0.0,3,0,45.0,-5.0,40.0,7,0,-15.0,-5.0,-20.0,3,0,7,0,15.679386189260065,23.444151976498762,23.71748502531094,7.7944916750957605,7.884894514164304,15.679386189260065
56,32,5.162205125815704,7.162779794040809,1.5,8.829143567692011,54.21976157043221,1.7231461020282466,22.76252066103598,7.710661924175423,-0.8907764481323753,1.5,7.761944987532183,-6.5898986413440825,1.5326463770486454,23.881481413705366,60.8096602117763,1,-77.23748016357422,29.45085334777832,0.0,1,-76.11851501464844,25.891061782836914,0.0,4,0,60.0,-5.0,55.0,0,0,0.0,-5.0,-5.0,4,0,0,0,14.870988627837495,21.14062071832491,23.573212162733558,7.033814369156431,7.837174258681064,14.870988627837495
57,32,1.6361171428550911,2.3123054811117236,1.5,2.832602327034917,54.717934501182796,4.019011574830957,32.63717972666941,5.664163907209038,-0.8641754439750913,1.5,5.729707842961899,-8.674661222417734,4.119830995766743,26.518241356869908,63.39259572360053,1,-67.3628158569336,9.4485445022583,0.0,1,-73.48175811767578,19.11224937438965,0.0,4,0,60.0,-5.0,55.0,0,0,0.0,-5.0,-5.0,4,0,0,0,15.684608933940677,26.579543870644695,20.588537213150634,8.832701047735357,6.8519078862053195,15.684608933940677
58,33,4.587722424923279,6.551946636640282,1.5,7.998449960931545,55.0,2.286804732182523,23.62077572326517,4.5528272120939945,0.5621875690041084,1.5,4.587405637822573,7.039305967876923,1.521240677664509,28.449549572053247,47.96069403212308,1,-76.37922668457031,26.679956436157227,0.0,1,-71.55045318603516,15.3019380569458,0.0,4,0,60.0,-5.0,55.0,1,0,15.0,-5.0,10.0,4,0,1,0,15.591255081073056,19.12309402411893,27.751153594063407,6.370102072817735,9.221153008255321,15.591255081073056
59,33,4.558730775543137,6.510542270365866,1.5,7.947904562719966,55.0,2.5361193411739458,23.67584024642394,4.1128337323911435,0.6995424158347477,1.5,4.171901353321574,9.652928754104979,1.0855295841226758,29.27421407300048,45.34707124589502,1,-76.32415771484375,26.511356353759766,1.7763568394002505e-06,1,-70.72578430175781,13.91596508026123,0.0,4,0,60.0,-5.0,55.0,1,0,15.0,-5.0,10.0,4,0,1,0,13.448035166968225,19.142562252651956,21.25505995075331,6.376491265964391,7.071543901003834,13.448035166968225
60,34,5.016904025721039,7.1648814843499915,1.5,8.746705247581932,55.0,2.7518169816021283,22.84400371111316,6.876626021498095,3.714970486035126,1.5,7.815944674296049,28.37931790745153,2.4058095040366094,23.821263178599104,26.62068209254847,1,-77.15599822998047,29.175867080688477,0.0,1,-76.1787338256836,26.071184158325195,0.0,4,0,60.0,-5.0,55.0,2,0,30.0,-5.0,25.0,4,0,2,0,9.092292467899622,15.15841865861561,11.804068411887819,5.078848256232136,4.013444211667485,9.092292467899622
61,34,2.5452613930923516,3.6299786721102847,1.5,4.433407348658813,54.962704393875875,2.422667861592434,28.746140120366142,7.981530379858619,3.5790635360427396,1.5,8.747258027498493,24.152332650140007,3.997784810257272,22.84345419670646,30.810371743735868,1,-71.25386047363281,14.78825569152832,0.0,1,-77.15653991699219,29.177709579467773,1.7763568394002505e-06,4,0,60.0,-5.0,55.0,2,0,30.0,-5.0,25.0,4,0,2,0,10.76510360062636,15.707664557884065,16.486940134129043,5.256223804516527,5.508879796109833,10.76510360062636
62,35,3.709515610685915,4.59231254779456,1.5,5.903375356739046,51.06988858745522,1.3378319532853378,26.258885439431694,7.2741764836759115,5.885582642719027,1.5,9.357014831661813,38.976542826826076,1.1983127742248234,22.25814744274592,12.093345760629141,1,-73.74111938476562,19.691539764404297,0.0,1,-77.74185180664062,31.211641311645508,0.0,4,0,60.0,-5.0,55.0,3,0,45.0,-5.0,40.0,4,0,3,0,6.404973994404275,4.982667122430266,12.882689265538996,2.0530007929448955,4.35197320145938,6.404973994404275
63,35,2.1594623380548006,3.034812427269592,1.5,3.7246965055138466,54.565726256130354,3.710739137013103,30.259076029285673,3.5776175921118707,3.0114260789956457,1.5,4.676327048511837,40.08868163755056,4.993292795955211,28.282795061417623,14.477044618579797,1,-69.74092102050781,12.424250602722168,0.0,1,-71.71720886230469,15.598546981811523,0.0,4,0,60.0,-5.0,55.0,3,0,45.0,-5.0,40.0,4,0,3,0,3.0119359970549677,9.958011953798806,10.45684162842015,3.446757090262981,3.598035848370662,7.044792938633643
64,37,5.242192329175348,7.486626525870577,1.5,9.139483418330261,55.0,1.3381835235061619,22.46246068846488,3.555905491368853,-3.7110667018237127,1.5,5.139696482179847,-46.22316855934732,2.9780039270225678,27.46214262583498,101.22316855934733,1,-77.53754425048828,30.48603630065918,0.0,1,-72.53785705566406,17.144182205200195,0.0,4,0,60.0,-5.0,55.0,5,0,-45.0,-5.0,-50.0,4,0,5,0,9.530361386566948,15.91336850880812,12.424327981743986,5.322809866940927,4.207551519626022,9.530361386566948
65,37,4.3593218329589964,6.225756786487772,1.5,7.600245680753455,55.0,3.2435409239347797,24.064339836596833,6.347585268950772,-7.16783297392086,1.5,9.5744278308747,-48.47300821672763,1.7070496667759056,22.058635378442872,103.47300821672764,1,-75.93566131591797,25.3516902923584,0.0,1,-77.94136810302734,31.936853408813477,0.0,4,0,60.0,-5.0,55.0,5,0,-45.0,-5.0,-50.0,4,0,5,0,10.099528171101822,16.220520059168734,13.906457024108851,5.422380081573775,4.677148089528047,10.099528171101822
66,38,2.23597588674588,2.857040897972712,1.5,3.6279844071877907,51.95257396336783,4.633737176769671,30.487584926251813,6.274458012976701,-4.557254950461705,1.5,7.754830497187881,-35.99159803463931,3.079826795653246,23.88944764537182,87.94417199800714,1,-69.51241302490234,12.101654052734375,0.0,1,-76.11054992675781,25.86733055114746,0.0,4,0,60.0,-5.0,55.0,6,0,-30.0,-5.0,-35.0,4,0,6,0,14.937344218293067,22.305221768017706,22.611458904416693,7.418094441159601,7.5192497771334645,14.937344218293067
67,38,3.314232790276399,4.733214953312596,1.5,5.778188538149759,55.0,1.3470028546532649,26.445058126122095,5.418483378268215,-3.734307270562931,1.5,6.5806544440160435,-34.57381226454737,3.1076213216045088,25.3155114673384,89.57381226454737,1,-73.55493927001953,19.273962020874023,0.0,1,-74.68448638916016,21.950698852539062,0.0,4,0,60.0,-5.0,55.0,6,0,-30.0,-5.0,-35.0,4,0,6,0,17.12235948202882,26.436806717820392,25.083325570931176,8.78539051256203,8.336968969466792,17.12235948202882
68,39,4.907353532480042,6.784622035162559,1.5,8.37336341339355,54.12158236695815,4.653647632987971,23.22289381106465,2.8901601004446467,-1.101964896620382,1.5,3.09311364802294,-20.870929062830903,4.269998330672161,31.872975365236783,74.99251142978906,1,-76.77710723876953,27.93053436279297,1.7763568394002505e-06,1,-68.12702941894531,10.317517280578613,0.0,4,0,60.0,-5.0,55.0,7,0,-15.0,-5.0,-20.0,4,0,7,0,17.0564709523557,23.031093545509655,28.286003164200064,7.657924888040292,9.398546064315408,17.0564709523557
69,39,4.64197447351324,6.629426591695711,1.5,8.093035521201593,55.0,1.9788355021041646,23.51866516858705,4.554734393236283,-1.5905165622683164,1.5,4.82445316360096,-19.249238765523394,3.664564789077212,28.011931577067934,74.24923876552339,1,-76.48133087158203,26.995460510253906,0.0,1,-71.98806762695312,16.092641830444336,0.0,4,0,60.0,-5.0,55.0,7,0,-15.0,-5.0,-20.0,4,0,7,0,16.786017486265965,23.51323032555562,26.989742977706083,7.817336459057655,8.96868102720831,16.786017486265965
70,40,6.484779123198918,-7.549359442878825,1.5,9.952144908232608,-49.33794827053726,1.3284536283226798,21.722558520627654,8.752911057890817,-1.2941891463040625,1.5,8.84807196703093,-8.410708939574711,4.055630665857855,22.74392051023427,40.92723933096255,1,-78.2774429321289,33.196781158447266,0.0,1,-77.2560806274414,29.513988494873047,0.0,5,0,-45.0,-5.0,-50.0,0,0,0.0,-5.0,-5.0,5,0,0,0,12.17146846250316,20.568495382032857,15.923713260594738,6.845307902587583,5.326160559915578,12.17146846250316
71,40,4.011841058305365,-4.659071216103431,1.5,6.148317922312429,-49.26886026858966,1.8997820800562355,25.905766071116815,4.638627329154419,-0.36465290297289893,1.5,4.652938344575911,-4.494905670359335,1.708575618796524,28.326346787297027,44.773954598230326,1,-74.09423065185547,20.508581161499023,0.0,1,-71.67365264892578,15.520530700683594,0.0,5,0,-45.0,-5.0,-50.0,0,0,0.0,-5.0,-5.0,5,0,0,0,16.92511418154745,23.24853392553016,27.673214744571524,7.729808126636914,9.195306054910535,16.92511418154745
72,41,5.602961678280127,-6.624312322322816,1.5,8.676098968543037,-49.7748619665184,2.7046668900502584,22.914402683538427,2.163214767709366,0.38715490442034317,1.5,2.197586642490487,10.14691271936644,1.2901212536576327,34.84197418112957,59.92177468588484,1,-77.0855941772461,28.940351486206055,0.0,1,-65.15802001953125,7.33035945892334,4.440892098500626e-07,5,0,-45.0,-5.0,-50.0,1,0,15.0,-5.0,10.0,5,0,1,0,17.658072417028862,22.710121068994006,30.418825079047455,7.551847984578095,10.106224432450766,17.658072417028862
73,41,5.571442166579459,-6.560170458277188,1.5,8.606788266083484,-49.659316882607854,2.217746441577318,22.984070248581283,9.648900886919483,1.8489647854544258,1.5,9.824457191287777,10.847768391182592,2.0437558770068396,21.834721578732523,60.507085273790445,1,-77.01593017578125,28.70915412902832,0.0,1,-78.16527557373047,32.7708625793457,0.0,5,0,-45.0,-5.0,-50.0,1,0,15.0,-5.0,10.0,5,0,1,0,14.469072435098985,22.82720359496294,20.6693863053199,7.590537436140671,6.878534998958314,14.469072435098985
74,42,6.874447168984543,-7.181948468709469,1.5,9.94175073547702,-46.2532172087724,2.6175679461819543,21.731635223229123,7.948887675477841,3.226412597965003,1.5,8.578726801202542,22.09198032925954,1.0201535031453082,23.012435968811708,68.34519753803194,1,-78.26836395263672,33.162109375,0.0,1,-76.98756408691406,28.615550994873047,0.0,5,0,-45.0,-5.0,-50.0,2,0,30.0,-5.0,25.0,5,0,2,0,14.114949780585507,20.786883770380086,21.637581671324803,6.917239500683663,7.197710279901844,14.114949780585507
75,42,6.2500007228222465,-7.755019603840297,1.5,9.960062152980067,-51.13362701723424,4.129881283342579,21.715652059210456,6.337725609872661,3.2834307167924717,1.5,7.137764578494594,27.387640983471425,4.322812289387476,24.609648225432355,78.52126800070566,1,-78.28434753417969,33.22319412231445,0.0,1,-75.39035034179688,23.80902099609375,0.0,5,0,-45.0,-5.0,-50.0,2,0,30.0,-5.0,25.0,5,0,2,0,12.233726410650984,19.080632135143333,17.61870959856609,6.356167893618768,5.877558517032216,12.233726410650984
76,43,4.6443716824746994,-5.51736338307204,1.5,7.211898988881986,-49.91020752495089,2.0715329071536406,24.519900024700192,6.192493734322297,5.824148952402207,1.5,8.501040505102221,43.24426874240715,3.7823757892365246,23.091451216898143,93.15447626735804,1,-75.4801025390625,24.056304931640625,0.0,1,-76.90855407714844,28.35641860961914,1.7763568394002505e-06,5,0,-45.0,-5.0,-50.0,3,0,45.0,-5.0,40.0,5,0,3,0,12.834398866121536,22.965485770457363,15.528079443226817,7.636239186722694,5.198159679398842,12.834398866121536
77,43,5.537659612773724,-6.195151067014988,1.5,8.309366445769628,-48.20742632351714,2.112365924684672,23.28953401707423,6.007681650250316,5.682964844910455,1.5,8.269723589047125,43.408974201599435,3.3189248786729832,23.331073582867354,91.61640052511657,1,-76.71046447753906,27.717063903808594,1.7763568394002505e-06,1,-76.6689224243164,27.58482551574707,0.0,5,0,-45.0,-5.0,-50.0,3,0,45.0,-5.0,40.0,5,0,3,0,12.812129303752101,23.11540528982504,15.305650398225554,7.685795294380627,5.126334009371473,12.812129303752101
78,44,2.9893809254914205,-3.971629041317205,1.5,4.970939102375542,-53.031815204750195,3.2018488143718606,27.752124846513155,3.8153441274966586,4.908557124071625,1.5,6.216975458492461,52.142639457119074,1.6940841252113268,25.80931065821985,105.17445466186928,1,-72.24787902832031,16.581268310546875,0.0,1,-74.19068908691406,20.73759651184082,0.0,5,0,-45.0,-5.0,-50.0,4,0,60.0,-5.0,55.0,5,0,4,0,13.155262585139095,26.12076873047515,13.270050889201045,8.680651753631523,4.474610831507572,13.155262585139095
79,44,1.7911491750957649,-2.258051916659655,1.5,2.882189068360468,-51.57757711444076,3.0706189148850127,32.48644356432648,5.474654576557057,7.329029642905325,1.5,9.14803357226033,53.24092390722603,3.028618653422781,22.45433797066555,104.81850102166679,1,-67.51355743408203,9.613947868347168,0.0,1,-77.54566192626953,30.51455307006836,0.0,5,0,-45.0,-5.0,-50.0,4,0,60.0,-5.0,55.0,5,0,4,0,11.65870139240663,20.976733782890847,13.911963146436698,6.979795659860202,4.678905732546429,11.65870139240663
80,46,2.080380943953426,-2.539903386897116,1.5,3.283153070865869,-50.67982259201073,3.4402212668946066,31.35507060770598,5.20742387081095,-4.165067916076488,1.5,6.668212212866462,-38.65396305270644,4.802111160138376,25.200704714269804,12.025859539304292,1,-68.64492797851562,10.951419830322266,0.0,1,-74.7992935180664,22.24276351928711,0.0,5,0,-45.0,-5.0,-50.0,6,0,-30.0,-5.0,-35.0,5,0,6,0,-6.660431900931396,15.901560302389894,5.34265360758877,5.318985400806734,2.144661378811405,7.46364677961814
81,46,4.646516894078548,-5.311154098615878,1.5,7.056803604054855,-48.818614463698815,2.682076469273241,24.70873314088099,4.084676952972818,-3.0469230677008334,1.5,5.0959126749420225,-36.72072219270903,4.29954076458751,27.536453651621215,12.097892270989782,1,-75.29126739501953,23.53896141052246,0.0,1,-72.46354675292969,16.99813461303711,0.0,5,0,-45.0,-5.0,-50.0,6,0,-30.0,-5.0,-35.0,5,0,6,0,4.615703136447941,10.972963037462119,9.181414005392455,3.7560757172736023,3.214453998603147,6.970529715876749
82,47,1.772505416419808,-2.044510645344775,1.5,2.7058823385664175,-49.076076922359974,4.519890717778146,33.03471529200116,6.276285080496208,-2.623027283198188,1.5,6.80235448503394,-22.681353667616317,2.1430631746961963,25.027707329441764,26.394723254743656,1,-66.96528625488281,9.02585220336914,8.881784197001252e-07,1,-74.9722900390625,22.690210342407227,0.0,5,0,-45.0,-5.0,-50.0,7,0,-15.0,-5.0,-20.0,5,0,7,0,10.615573498425457,18.076212044202663,13.628363183388142,6.027081940746128,4.588491557679329,10.615573498425457
83,47,5.797034669535003,-6.758422844512764,1.5,8.904037865206032,-49.37867018154424,3.959483804584146,22.68915308251931,3.5786413735711204,-1.3032064295547727,1.5,3.808545795795016,-20.009718873864323,4.276366909203997,30.065709159422834,29.368951307679914,1,-77.31085205078125,29.700672149658203,0.0,1,-69.93429565429688,12.703941345214844,0.0,5,0,-45.0,-5.0,-50.0,7,0,-15.0,-5.0,-20.0,5,0,7,0,12.351372373490847,17.321512878677723,19.73416227536594,5.780568888128192,6.570803485362656,12.351372373490847
84,48,2.2994477190311207,-1.7598477538944475,1.5,2.8956042425450264,-37.42809373652676,3.0830358578373627,32.446108056002295,4.314605282521109,-0.6093898192761042,1.5,4.357427531904165,-8.039214016338061,2.03590583517989,28.896290633094516,29.3888797201887,1,-67.55389404296875,9.658695220947266,0.0,1,-71.10371398925781,14.53481388092041,8.881784197001252e-07,6,0,-30.0,-5.0,-35.0,0,0,0.0,-5.0,-5.0,6,0,0,0,13.125247578687969,18.481012810598504,20.933851672330803,6.159583633440753,6.965663945247217,13.125247578687969
85,48,6.076052153266922,-4.387935388657727,1.5,7.494823996883078,-35.83564189584352,4.3845612251734,24.185663701411457,5.398410960702637,-0.8151988385078462,1.5,5.45961445955105,-8.587194814729935,3.5255254989975833,26.937653376263462,27.24844708111359,1,-75.81433868408203,25.000041961669922,0.0,1,-73.06234741210938,18.211313247680664,0.0,6,0,-30.0,-5.0,-35.0,0,0,0.0,-5.0,-5.0,6,0,0,0,12.848086051887837,20.208772463227014,18.363781839216713,6.726893620659789,6.121192431228048,12.848086051887837
86,49,2.7803332560956266,-1.9037612215999273,1.5,3.3696527719957965,-34.40038314289248,1.2286461535640112,31.129189851567894,4.807734460827871,0.6403778668265189,1.5,4.850195301032025,7.586992469440882,1.056925630051079,27.965707952643342,41.98737561233336,1,-68.87081146240234,11.239951133728027,0.0,1,-72.03429412841797,16.178508758544922,0.0,6,0,-30.0,-5.0,-35.0,1,0,15.0,-5.0,10.0,6,0,1,0,16.281188769201428,22.234860141331268,26.74133198502544,7.39485858616887,8.886330183032559,16.281188769201428
87,49,2.9126870178217956,-2.3320293386149125,1.5,3.73123391118117,-38.68234765730176,1.897304317583263,30.24384264233533,4.068717953289557,0.7736139277814711,1.5,4.141611315982976,10.765544315513598,4.733372412042326,29.337504941666527,49.447891972815356,1,-69.75615692138672,12.446056365966797,0.0,1,-70.66249084472656,13.814927101135254,0.0,6,0,-30.0,-5.0,-35.0,1,0,15.0,-5.0,10.0,5,0,1,0,12.181281154449572,17.03905026003431,19.49672680436595,5.688499466330445,6.492781688119126,12.181281154449572
88,50,5.038288139318288,-4.068157004921357,1.5,6.4756658956037905,-38.919080328224034,1.4091653178698453,25.45520362018257,8.353617720070137,3.8181169514110884,1.5,9.18482150440184,24.563315002307917,3.359381124253534,22.419478981483017,63.48239533053195,1,-74.5447998046875,21.600496292114258,0.0,1,-77.58052062988281,30.637264251708984,0.0,6,0,-30.0,-5.0,-35.0,2,0,30.0,-5.0,25.0,6,0,2,0,11.62389438682677,16.41121386019423,18.420036660417814,5.484281266765811,6.139613120060957,11.62389438682677
89,50,4.267980629150032,-3.1956028431483645,1.5,5.331747948087739,-36.823623599203096,3.097350017934523,27.14350020020224,7.7299368916513185,3.681860451015133,1.5,8.56201032057667,25.46901302100731,4.857092404078478,23.02937787910092,62.2926366202104,1,-72.85649871826172,17.7847957611084,0.0,1,-76.97061920166016,28.559789657592773,1.7763568394002505e-06,6,0,-30.0,-5.0,-35.0,2,0,30.0,-5.0,25.0,6,0,2,0,11.813816953911054,17.628101814795475,17.789023054202563,5.880625531587331,5.933191422323724,11.813816953911054
90,51,2.409734360574321,-1.4789132055192586,1.5,2.827366965569164,-31.53846351947963,4.067413715551762,32.65324916424098,5.125945541010119,4.33754822654507,1.5,6.714882151386263,40.23772418167579,4.202827335533932,25.14012507821263,71.77618770115542,1,-67.34674835205078,9.43108081817627,0.0,1,-74.85987854003906,22.398435592651367,0.0,6,0,-30.0,-5.0,-35.0,3,0,45.0,-5.0,40.0,6,0,3,0,16.553947215170467,31.104765590463252,18.665561532111607,10.33389769617343,6.220049518997035,16.553947215170467
91,51,5.608812939906086,-3.7834759112589498,1.5,6.765609548735036,-34.00199261594826,3.009860010115995,25.074755685390414,5.78442293158522,4.340494609702926,1.5,7.231835320878726,36.88369845374841,4.262196512944325,24.49592248520549,70.88569106969666,1,-74.92524719238281,22.567642211914062,0.0,1,-75.50408172607422,24.122806549072266,0.0,6,0,-30.0,-5.0,-35.0,3,0,45.0,-5.0,40.0,6,0,3,0,14.563570717662568,20.498137295695212,23.283685260934234,6.822140357449907,7.74143036021266,14.563570717662568
92,52,7.621974627058755,-5.926507668531653,1.5,9.654946419358936,-37.867044629755284,2.6584792094148813,21.985896879758947,4.73241670239987,6.758591480605465,1.5,8.250716735342817,55.0,2.0608665619619018,23.351058968855934,92.86704462975528,1,-78.01409912109375,32.20543670654297,0.0,1,-76.64894104003906,27.521427154541016,0.0,6,0,-30.0,-5.0,-35.0,4,0,60.0,-5.0,55.0,6,0,4,0,13.570510416057665,17.40603805425589,23.347010096539663,5.808141592711018,7.762368823346648,13.570510416057665
93,52,6.633791952687844,-5.2201091753153195,1.5,8.441370473670563,-38.19909143885827,2.127144683924512,23.15263452840786,1.8977510197166627,2.6314272969004544,1.5,3.2443594979145676,54.201349302968694,4.717903747750382,31.45831332133675,92.40044074182697,1,-76.84736633300781,28.157379150390625,1.7763568394002505e-06,1,-68.54168701171875,10.82201862335205,0.0,6,0,-30.0,-5.0,-35.0,4,0,60.0,-5.0,55.0,6,0,4,0,15.662264491967324,17.096618975889257,29.963187068218193,5.707254955718857,9.955009536248467,15.662264491967324
94,53,3.2227681206344316,-2.125660695941626,1.5,3.860656388964009,-33.407888107310185,4.979562089902407,29.947671312172844,1.6211516938049917,-2.096483494547525,1.5,2.6501652509300238,-52.28622772236679,4.337079157103785,33.215433127516626,18.878339615056603,1,-70.05233001708984,12.877762794494629,8.881784197001252e-07,1,-66.7845687866211,8.84000015258789,0.0,6,0,-30.0,-5.0,-35.0,5,0,-45.0,-5.0,-50.0,6,0,5,0,14.691223379009202,21.371394812545393,22.799303300337126,7.109905980040631,7.58131739896857,14.691223379009202
