sample_id,target_class_id,tx0_x,tx0_y,tx0_z,tx1_x,tx1_y,tx1_z,u1_x,u1_y,u1_z,u1_distance_m,u1_angle_deg,u1_required_rate_bpshz,u1_pilot_snr_db,u2_x,u2_y,u2_z,u2_distance_m,u2_angle_deg,u2_required_rate_bpshz,u2_pilot_snr_db,angular_separation_deg,h11_power_db,h12_power_db,h21_power_db,h22_power_db,h11_num_paths,h12_num_paths,h21_num_paths,h22_num_paths,tx0_sector_label,tx0_codebook_label,tx0_sector_angle_deg,tx0_refinement_angle_deg,tx0_target_angle_deg,tx1_sector_label,tx1_codebook_label,tx1_sector_angle_deg,tx1_refinement_angle_deg,tx1_target_angle_deg,best_tx0_sector,best_tx0_codebook,best_tx0_target_angle_deg,best_tx1_sector,best_tx1_codebook,best_tx1_target_angle_deg,target_score,best_score,target_is_best,target_sinr_u1_db,target_sinr_u2_db,target_rate_u1_bpshz,target_rate_u2_bpshz,target_sum_rate_bpshz
10,14,0.0,-0.01,1.5,0.0,0.01,1.5,2.4113128026731783,0.6315716758796615,1.5,2.492651643152132,14.677224102213856,2.198071835163373,28.029614395273498,2.1840534336318416,-1.2382622451144323,1.5,2.5106538567940566,-29.551329836717258,3.8745218026158574,27.97536795287485,44.228553938931114,-75.95292980072918,-75.98951928471344,-75.93527284231479,-76.02364388364515,1,1,1,1,1,0,15.0,0.0,15.0,6,0,-30.0,0.0,-30.0,1,0,15.0,6,0,-30.0,-23.248676861745594,-23.248676861745594,1,-1.9963762215283238,-2.07225363000396,0.7061848731555037,0.696480807915034,1.4026656810705376
11,15,0.0,-0.01,1.5,0.0,0.01,1.5,2.164035622806215,0.5037516346316324,1.5,2.221894661357357,13.104138342861244,3.208965733599479,29.02839207843251,1.9450474424709845,-0.5487247854053111,1.5,2.0209672049741485,-15.754493306379686,3.983980262525418,29.854471615341673,28.85863164924093,-74.95422015579732,-74.11041562224662,-74.93649515915578,-74.13375446945474,1,1,1,1,1,0,15.0,0.0,15.0,7,0,-15.0,0.0,-15.0,1,0,15.0,7,0,-15.0,-27.873576137713773,-27.873576137713773,1,-1.185157575497323,-0.20352980887317854,0.8165378777791925,0.966590464276005,1.7831283420551975
12,16,0.0,-0.01,1.5,0.0,0.01,1.5,1.8899155609072473,1.200538626483708,1.5,2.2389894642536268,32.42510099821584,2.0305448821834697,28.97380141744648,2.08725086940626,0.021838530600269933,1.5,2.087365112589546,0.5994535668566634,4.664320280438432,29.562443602117426,31.825647431359176,-75.0326882853073,-74.40331367305441,-74.99108582014182,-74.40244363547086,1,1,1,1,2,0,30.0,0.0,30.0,0,0,0.0,0.0,0.0,2,0,30.0,0,0,0.0,-29.33128682879602,-29.33128682879602,1,-1.3859650225064903,-0.46071139039994236,0.7880850295775434,0.9255059723929372,1.7135910019704808
13,19,0.0,-0.01,1.5,0.0,0.01,1.5,2.3576019212088815,1.2133365007612835,1.5,2.6515037776641854,27.232551458015326,4.99290532555341,27.49918772668156,1.867096620745894,1.708074502795919,1.5,2.5305272767354756,42.453186345864204,3.8212500062037447,27.913019128165807,15.220634887848878,-76.49568039227182,-76.09820386110094,-76.46569951090673,-76.05186810942249,1,1,1,1,2,0,30.0,0.0,30.0,3,0,45.0,0.0,45.0,2,0,30.0,3,0,45.0,-58.28340148854163,-58.28340148854163,1,-2.9902997202037636,-2.8104229089756845,0.5871805470151917,0.607436328094796,1.1946168751099877
14,20,0.0,-0.01,1.5,0.0,0.01,1.5,1.939112191546539,0.9775946605438127,1.5,2.171600196106133,26.754751059884175,1.7574605292359262,29.23643138585367,1.2626566676024338,1.8907606827679164,1.5,2.273604587377031,56.264860766309965,3.2979925064141558,28.851581849498945,29.51010970642579,-74.76446682864697,-75.17684678682517,-74.72845585173462,-75.11330538808934,1,1,1,1,2,0,30.0,0.0,30.0,4,0,60.0,0.0,60.0,2,0,30.0,4,0,60.0,-13.66301242012955,-13.66301242012955,1,-1.3668367535440826,-1.8983244018567613,0.7907628768754725,0.718879650653471,1.5096425275289436
15,22,0.0,-0.01,1.5,0.0,0.01,1.5,1.9883196205117422,1.0805939612104225,1.5,2.2629843619248433,28.522795417626998,3.288269089736279,28.878728004613432,1.8917193492997224,-1.0144425401117059,1.5,2.1465543933716784,-28.20262347677768,3.322522143932691,29.338310532792242,56.72541889440468,-75.12281319401876,-74.62657670479605,-75.08615923297486,-74.66482192384474,1,1,1,1,2,0,30.0,0.0,30.0,6,0,-30.0,0.0,-30.0,2,0,30.0,6,0,-30.0,-22.796190526971092,-22.796190526971092,1,-1.2780594058742958,-0.876550492316122,0.803280628494952,0.8617419984401006,1.6650226269350525
16,23,0.0,-0.01,1.5,0.0,0.01,1.5,2.2748591745614934,1.311537958102221,1.5,2.6258553043969393,29.964992277724885,4.532447696600377,27.585151494513,1.901186582537197,-0.6324158185100903,1.5,2.0036117860307305,-18.399327580221673,1.9669187651515285,29.931402058038646,48.364319857946555,-76.4127775581777,-74.03348517954964,-76.37973574307529,-74.06085020724444,1,1,1,1,2,0,30.0,0.0,30.0,7,0,-15.0,0.0,-15.0,2,0,30.0,7,0,-15.0,-30.955547783651614,-30.955547783651614,1,-2.4504457673572473,-0.7186411644469852,0.6496564248528189,0.8855685381755601,1.5352249630283792
17,24,0.0,-0.01,1.5,0.0,0.01,1.5,1.732413817184745,1.8347683729328645,1.5,2.5234168534523445,46.643559288404326,1.5832947198094827,27.939329291473236,2.075764034672839,0.08287387804250869,1.5,2.0774177257602933,2.286292123799724,2.0372490929618308,29.605169432024596,44.3572671646046,-76.07561199328374,-74.36305324765029,-76.02555794611506,-74.3597178055637,1,1,1,1,3,0,45.0,0.0,45.0,0,0,0.0,0.0,0.0,3,0,45.0,0,0,0.0,-2.7163927494821367,-2.7163927494821367,1,-2.25798939461356,-0.6785287449959001,0.6731650389408581,0.8916963692375035,1.5648614081783616
18,26,0.0,-0.01,1.5,0.0,0.01,1.5,1.5383424334688633,1.4429756287963122,1.5,2.109188495111572,43.1678396129592,3.92914999778285,29.499936916616928,2.0954796489230763,1.1872687199606824,1.5,2.408452194345542,29.535268929204175,3.0540548283129665,28.337057288425633,13.632570683755024,-74.5212978710277,-75.66338617201964,-74.46495032097135,-75.62782994916266,1,1,1,1,3,0,45.0,0.0,45.0,2,0,30.0,0.0,30.0,3,0,45.0,2,0,30.0,-28.62127553575938,-28.62127553575938,1,-1.1705074561475706,-1.826013505454693,0.8186432506488377,0.7283540336952415,1.5469972843440791
19,29,0.0,-0.01,1.5,0.0,0.01,1.5,1.9082581214931602,1.6793933331584823,1.5,2.5420092497278137,41.34991238624262,3.265682427242766,27.87310139675501,1.6700681993501862,-1.7514247895086439,1.5,2.4200447483024297,-46.36212789316045,2.37900117201748,28.30358815271088,87.71204027940307,-76.13693399690091,-75.66129908487741,-76.09178584083328,-75.71324849666118,1,1,1,1,3,0,45.0,0.0,45.0,5,0,-45.0,0.0,-45.0,3,0,45.0,5,0,-45.0,-18.37280726829104,-18.37280726829104,1,-2.887714297341523,-1.850592885995779,0.5986646385172699,0.725122852892368,1.323787491409638
