sample_id,target_class_id,tx0_x,tx0_y,tx0_z,tx1_x,tx1_y,tx1_z,u1_x,u1_y,u1_z,u1_distance_m,u1_angle_deg,u1_required_rate_bpshz,u1_pilot_snr_db,u2_x,u2_y,u2_z,u2_distance_m,u2_angle_deg,u2_required_rate_bpshz,u2_pilot_snr_db,angular_separation_deg,h11_power_db,h12_power_db,h21_power_db,h22_power_db,h11_num_paths,h12_num_paths,h21_num_paths,h22_num_paths,tx0_sector_label,tx0_codebook_label,tx0_sector_angle_deg,tx0_refinement_angle_deg,tx0_target_angle_deg,tx1_sector_label,tx1_codebook_label,tx1_sector_angle_deg,tx1_refinement_angle_deg,tx1_target_angle_deg,best_tx0_sector,best_tx0_codebook,best_tx0_target_angle_deg,best_tx1_sector,best_tx1_codebook,best_tx1_target_angle_deg,target_score,best_score,target_is_best,target_sinr_u1_db,target_sinr_u2_db,target_rate_u1_bpshz,target_rate_u2_bpshz,target_sum_rate_bpshz
20,1,0.0,-0.01,1.5,0.0,0.01,1.5,9.182130012332578,-1.1807635746716165,1.5,9.257738070535911,-7.327658910654009,1.2563504849794556,-8.374827528872984,9.304333661698456,0.32469650077269024,1.5,9.309997460033436,1.9986592568045571,2.0918741355408814,-8.42459200869345,9.326318167458567,-87.33971476646127,-87.39013112699436,-87.3421082966142,-87.38947924628175,1,1,1,1,0,0,0.0,-5.0,-5.0,0,1,0.0,0.0,0.0,7,2,-10.0,0,1,0.0,-9.377593536689307,-9.321595317125334,0,-8.97876799847902,-8.966918876725867,0.17185950276412643,0.17230208165772257,0.34416158442184897
21,1,0.0,-0.01,1.5,0.0,0.01,1.5,5.966844694240175,-0.7383930590102576,1.5,6.012358930966834,-7.054450087107834,2.762829792581171,-4.625057197735316,9.886517258273502,-0.12335805142622297,1.5,9.887286822328534,-0.7148653843949049,1.7276510856722633,-8.947359051034013,6.339584702712929,-83.5899444353236,-87.91224628862231,-83.59349262151528,-87.9124663209704,1,1,1,1,0,0,0.0,-5.0,-5.0,0,1,0.0,0.0,0.0,0,0,-5.0,0,2,5.0,-16.055517485012928,-16.02361345998953,0,-5.593826594031727,-9.39526059082324,0.3514187574779364,0.1569670153668432,0.5083857728447796
22,1,0.0,-0.01,1.5,0.0,0.01,1.5,5.878932354789368,-0.4802247335291479,1.5,5.898513492981296,-4.66987788378849,2.8584132629313324,-4.459587243383401,5.506590022160349,0.13835319617638053,1.5,5.508327811509418,1.439254928023355,2.4765934011259385,-3.865935277726762,6.109132811811845,-83.4244744809717,-82.83161500400907,-83.42687387144403,-82.83082251531505,1,1,1,1,0,0,0.0,-5.0,-5.0,0,1,0.0,0.0,0.0,0,0,-5.0,0,2,5.0,-20.364182915314476,-20.283477147214686,0,-5.515702463623306,-4.932943435286519,0.35706899255540525,0.4017924428597407,0.758861435415146
23,1,0.0,-0.01,1.5,0.0,0.01,1.5,7.799408489603692,-0.84678712331054,1.5,7.845241947824598,-6.196371329201795,2.4634609898852164,-6.936860825310557,9.971732132985494,-0.08059851229086533,1.5,9.972057854435008,-0.46309447224975653,3.4439528253830467,-9.02155177653961,5.733276856952038,-85.90174806289886,-87.9864390141279,-85.90413799448156,-87.9865800398872,1,1,1,1,0,0,0.0,-5.0,-5.0,0,1,0.0,0.0,0.0,0,0,-5.0,0,1,0.0,-31.17158067023939,-31.17158067023939,1,-7.529098129396542,-9.436048047731939,0.23467355079761876,0.15557606836926374,0.3902496191668825
24,1,0.0,-0.01,1.5,0.0,0.01,1.5,8.140914717601056,-0.9433319958332921,1.5,8.195386976440851,-6.609695243340202,3.2502434435837237,-7.316098505809773,6.656309937597298,0.10803050034060804,1.5,6.657186535944474,0.9298167310023997,2.3133280765183937,-5.511535027037791,7.539511974342601,-86.28098574339808,-84.47684559525065,-86.283426209214,-84.47642226462608,1,1,1,1,0,0,0.0,-5.0,-5.0,0,1,0.0,0.0,0.0,0,0,-5.0,0,1,0.0,-25.950562796671875,-25.950562796671875,1,-7.901060523309351,-6.2848319820601795,0.21678562840722515,0.30479493876208225,0.5215805671693075
25,1,0.0,-0.01,1.5,0.0,0.01,1.5,6.376812248298784,-0.7625668564694091,1.5,6.42224592028669,-6.819294527563236,4.095468427191912,-5.198065270442896,6.63160815276776,0.07414345852452649,1.5,6.632022613373525,0.6405580914524753,3.838938120235825,-5.478704773634591,7.459852619015711,-84.16295250803118,-84.4438865895604,-84.1661647130916,-84.44359201122289,1,1,1,1,0,0,0.0,-5.0,-5.0,0,1,0.0,0.0,0.0,7,2,-10.0,0,1,0.0,-52.84974137167412,-52.759277842299056,0,-6.057864119360433,-6.261063856952235,0.3194607973197451,0.30630193316178606,0.6257627304815312
26,1,0.0,-0.01,1.5,0.0,0.01,1.5,5.802485324497579,-0.6707508261350946,1.5,5.8411251152300006,-6.5939622882243905,4.141896187866754,-4.3741564928404895,6.003306580586009,-0.07368213674254334,1.5,6.0037587358072795,-0.7031897234379798,3.4119576955054067,-4.614220692770053,5.890772564786411,-83.33904373042878,-83.57910793035835,-83.34245928465448,-83.57946322973953,1,1,1,1,0,0,0.0,-5.0,-5.0,0,1,0.0,0.0,0.0,0,0,-5.0,0,1,0.0,-46.57610032272929,-46.57610032272929,1,-5.3507946628062975,-5.6970900000063445,0.3692591157943879,0.3440716080334777,0.7133307238278657
27,1,0.0,-0.01,1.5,0.0,0.01,1.5,9.525944644523,-1.0963062985472047,1.5,9.588822079418863,-6.565079855034972,1.6620513332258944,-8.680196580608282,9.020887281089424,-0.21451244290540505,1.5,9.02343742297148,-1.3622098785622487,2.649917337657559,-8.153138193869111,5.202869976472723,-87.64508381819658,-87.1180254314574,-87.64715498835744,-87.11848383894328,1,1,1,1,0,0,0.0,-5.0,-5.0,0,1,0.0,0.0,0.0,0,0,-5.0,0,1,0.0,-16.340499015344896,-16.340499015344896,1,-9.144062102302087,-8.783596979212145,0.16579619334214232,0.17928747868303213,0.3450836720251744
28,1,0.0,-0.01,1.5,0.0,0.01,1.5,9.729165246958846,-0.8134736355295611,1.5,9.763114040014766,-4.779489862448687,2.783800639598807,-8.836952790350225,9.713718310975503,0.1682452866474709,1.5,9.715175237815316,0.9922854207423137,2.753540142674774,-8.794784093399771,5.771775283191,-87.80184002793852,-87.75998106538103,-87.80332262401916,-87.75967133098806,1,1,1,1,0,0,0.0,-5.0,-5.0,0,1,0.0,0.0,0.0,0,0,-5.0,0,1,0.0,-26.834852646923178,-26.834852646923178,1,-9.247977107507726,-9.200920587422528,0.1620883170599987,0.1637575715652984,0.3258458886252971
29,1,0.0,-0.01,1.5,0.0,0.01,1.5,7.95436440352415,-0.6483583858607098,1.5,7.980744430225041,-4.659864034337864,1.8673966446292591,-7.085913355081557,7.5503285144867975,0.13768712391671742,1.5,7.551583835247071,1.044724977656796,1.8334265183184666,-6.606480679982113,5.70458901199466,-86.05080059266984,-85.57178880673283,-86.0525682756233,-85.5713679175704,1,1,1,1,0,0,0.0,-5.0,-5.0,0,1,0.0,0.0,0.0,0,0,-5.0,0,1,0.0,-9.923958587276744,-9.923958587276744,1,-7.69769328075091,-7.231047991032556,0.22640320924277227,0.24997766371754074,0.476380872960313
